"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6271539","21114311212000045001000000U4","HARINERA EL PARAISO","HARINERA EL PARAISO SA DE CV","311212","Elaboración de harina de trigo","51 a 100 personas","AVENIDA","80 PONIENTE","CALLE","5 NORTE","PRIVADA","NINGUNO","AUTOPISTA","NINGUNO","504",,,,,,"COLONIA","16 DE SEPTIEMBRE",,,,"72230","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","5019","011",,"RH@HARINERAPARAISO.COM","WWW.HARINERAPAISO.COM","Fijo","19.07580959","-98.18449045","2010-07"
"3538483","21074315229001255002000000U4","HERA APPAREL SA DE CV",,"315229","Confección en serie de otra ropa exterior de materiales textiles","31 a 50 personas","CALLE","PORFIRIO DÍAZ","OTRO (ESPECIFIQUE)","SIN REFERENCIA","CALLE","NUEVO MÉXICO","CALLE","SIN REFERENCIA","0","SN",,,"0",,"COLONIA","SANTA ANA XALMIMILULCO",,,,"74169","21","PUEBLA","074","Huejotzingo","0029","Santa Ana Xalmimilulco","0167","016",,,,"Fijo","19.19542489","-98.38726817","2010-07"
"6376672","21114313310000155000000000U1","HERGO","HERGO SA DE CV","313310","Acabado de productos textiles","31 a 50 personas","AVENIDA","DIAGONAL DEFENSORES DE LA REPÚBLICA","PRIVADA","NINGUNO","CALLE","NINGUNO","CALLE","MONTE LÍBANO","999",,,,"0",,"COLONIA","OBRERO Y CAMPESINA",,,,"72250","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","3563","025",,"martin_arroyo@terra.com.mx",,"Fijo","19.06399766","-98.1746362","2010-07"
"6874618","21074313112000065000000000U8","HIDRA TEXTIL SA DE CV","HIDRA TEXTIL SA DE CV","313112","Preparación e hilado de fibras blandas naturales","51 a 100 personas","CIRCUITO","ESTEBAN DE ANTUÑANO","OTRO (ESPECIFIQUE)","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","MANZANA 800","26","A",,,"0",,"PARQUE INDUSTRIAL","CIUDAD TEXTIL DE PUEBLA","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL CIUDAD TEXTIL",,"74160","21","PUEBLA","074","Huejotzingo","0121","Área 4 la Trinida [Ciudad Textil]","0097","001",,,,"Fijo","19.16038291","-98.38635676","2019-04"
"6271722","21140313210000067000000000U5","HILADOS COLE","HILADOS COLE SA DE CV","313210","Fabricación de telas anchas de tejido de trama","251 y más personas","AVENIDA","30 ORIENTE","RETORNO","2 NORTE A","AVENIDA","5 DE MAYO","CALLE","SIN REFERENCIA","106",,,,"0",,"BARRIO","SANTIAGO MIXCUITLA",,,,"72760","21","PUEBLA","140","San Pedro Cholula","0001","Cholula de Rivadavia","0380","019",,"SILVIA.MTZ@RAYONERA.COM","WWW.RAYONERA.COM","Fijo","19.07530805","-98.29770539","2010-07"
"6378253","21114313112000104011004429S9","HILADOS EGARA","HILADOS EGARA SA DE CV","313113","Fabricación de hilos para coser y bordar","101 a 250 personas","AVENIDA","RESURRECCIÓN SUR","CALLE","RESURRECCIÓN PONIENTE","CALLE","RESURRECCIÓN ORIENTE","CALLE","RESURRECCIÓN NORTE","16",,,,"0",,"PARQUE INDUSTRIAL","RESURRECCIÓN","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL RESURECCIÓN","16","72228","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1105","013",,"CONTABILIDAD@HILADOSEGARA.COM.MX","WWW.HILADOSEGARA.COM.MX","Fijo","19.07704765","-98.14904523","2010-07"
"3339132","21119313112000015001000000U6","HILATURAS ELSA","HILATURAS ELSA SA DE CV","313112","Preparación e hilado de fibras blandas naturales","31 a 50 personas","CALLE","ALAMOS","PRIVADA","CROLLS","CARRETERA","FEDERAL PUEBLA ATLIXCO","CALLE","GUADALUPE VICTORIA","5022",,,,,,"COLONIA","JARDINES DE SAN CARLOS",,,,"72824","21","PUEBLA","119","San Andrés Cholula","0013","San Bernardino Tlaxcalancingo","0372","031",,,,"Fijo","19.03260111","-98.26230981","2014-12"
"3463175","21114315229001154001048648M3","HILATURAS ESLA","HILATURAS ESLA SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","31 a 50 personas","AVENIDA","AVENIDA DEL BOSQUE","CALLE","ROSAS","AVENIDA","MARGARITAS","CALLE","TULIPANES","6124",,,,,,"COLONIA","PATRIMONIO",,,,"72450","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","086A","001","2222440187","ESLA_CONFECCION@HOTMAIL.COM",,"Fijo","19.01223889","-98.21945047","2010-07"
"9342827","21114313113000571000000000U7","HILATURAS GD","HILATURAS GD SA DE CV","313113","Fabricación de hilos para coser y bordar","51 a 100 personas","CALLE","18 NORTE","AVENIDA","18 ORIENTE","AVENIDA","16 ORIENTE","CALLE","16 NORTE","1603",,,,,,"BARRIO","DEL ALTO",,,,,"21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0431","029",,,,"Fijo","19.04529923","-98.18437486","2021-05"
"6271468","21114314993000216000000000U3","HILATURAS LOS ANGELES","HILATURAS LOS ANGELES SA DE CV","314993","Fabricación de productos textiles reciclados","101 a 250 personas","AVENIDA","PUEBLA TLAXCALA","CALLE","EMILIANO ZAPATA","CALLE","NINGUNO","CALLE","EMILIANO ZAPATA","5051",,,,"0","SN","COLONIA","MORATILLA",,,,"72110","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","3101","002",,"CONTABILIDAD@HLANGELES.COM","WWW.HLANGELES.COM","Fijo","19.11292691","-98.22798647","2010-07"
"3467609","21041313210000044000000000U4","HILATURAS MIG","HILATURAS MIG SA DE CV","313113","Fabricación de hilos para coser y bordar","31 a 50 personas","AVENIDA","CAMINO A SAN LORENZO","CALLE","RIO GRIJALVA","AVENIDA","REVOLUCION","CALLE","MARAVILLAS","804",,,,,,"COLONIA","SAN MIGUEL CUENTLA",,,,"72730","21","PUEBLA","041","Cuautlancingo","0008","Sanctorum","0113","017","22222105070",,,"Fijo","19.11134056","-98.25959003","2010-07"
"6377157","21114313113000377001000000U9","HILOS CLAUDIA","MAQUILAS CLAUDIA S DE RL DE CV","313113","Fabricación de hilos para coser y bordar","101 a 250 personas","AVENIDA","MALINTZI","CALLE","IZTACCÍHUATL","CALLE","NEVADO DE TOLUCA","AVENIDA","CITLALTÉPETL","57",,,,"0",,"COLONIA","MALINTZI",,,,"72210","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","3366","025",,"CONTABILIDAD2@CLAUDIA.COM.MX","WWW.CLAUDIA.COM.MX","Fijo","19.07797153","-98.16919603","2010-07"
"3463357","21114313112000094000000000U2","HILOS JOPERVIL","HILOS JOPERVIL SA DE CV","313112","Preparación e hilado de fibras blandas naturales","31 a 50 personas","PRIVADA","PRIVADA A MIRASOLES","CALLE","CALLE DEL LAGO","CALLE","B MIRASOLES","CALLE","CALLE DEL LAGO","2","BIS",,,,,"COLONIA","BUGAMBILIAS",,,,"72580","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","5324","006","2222445951",,,"Fijo","19.00826746","-98.2098208","2010-07"
"6271621","21114313113000366000000000U2","HILOS POLICOLOR","HILOS POLICOLOR SA DE CV","313113","Fabricación de hilos para coser y bordar","101 a 250 personas","AVENIDA","AVENIDA DE LAS AMÉRICAS","CALLEJON","CALLEJÓN DE LAS AMÉRICAS","PRIVADA","NINGUNO","CALLEJON","CALLEJÓN DE LAS AMÉRICAS","3815",,,,"0",,"COLONIA","AMERICA SUR",,,,"72340","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","5358","019",,"GALISAN2000@YAHOO.COM.MX",,"Fijo","19.04172","-98.16604321","2010-07"
"6380649","21114314120000353001009857S4","HOME TEXTILE DESIGNS","HOME TEXTILE DESIGNS SA DE CV","314120","Confección de cortinas, blancos y similares","51 a 100 personas","AVENIDA","12 ORIENTE O GENERAL MIGUEL NEGRETE","AVENIDA","36 NORTE  PUERTO PRÍNCIPE","CALLE","34 NORTE","CALLE","DE LA 10 ORIENTE","3409",,,,,,"COLONIA","HUMBOLDT NORTE",,,,"72370","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0520","026",,"ADMINISTRACION@HOMTEX.COM.MX",,"Fijo","19.04281662","-98.16993236","2010-07"
"6881586","21114313210000696000000000U6","HUEJOTEXTIL","HUEJOTEXTIL SA DE CV","313210","Fabricación de telas anchas de tejido de trama","101 a 250 personas","CALLE","CARRRETERA A RESURRECCION","CALLE","NINGUNO","CARRETERA","FEDERAL PUEBLAAMAZOC","CALLE","ANTIGUO CAMINO A MANZANILLA","10",,,,,,"COLONIA","JOAQUIN COLOMBRES",,,,"72300","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0338","032",,"RECURSOSHUMANOS@GMAIL.COM","WWW.HUEJOTEXTIL.COM.MX","Fijo","19.0558388","-98.15781342","2019-04"
"6376090","21114315221000076000000000U6","IKA TEXTIL SA DE CV","IKA TEXTIL SA DE CV","315221","Confección en serie de ropa interior y de dormir","101 a 250 personas","CALLE","ANTIGUO CAMINO A LA RESURRECCIÓN","CALLE","RESURRECCIÓN SUR","PRIVADA","PARAÍSO","AUTOPISTA","RESURRECCIÓN PONIENTE","10420",,,,"0",,"CORREDOR INDUSTRIAL","RESURECCION","CORREDOR INDUSTRIAL","CORREDOR INDUSTRIAL LA CIENEGA","10420","72228","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1641","033",,"BRENDA.FLORES@IKATEXTIL.COM",,"Fijo","19.08308407","-98.16041726","2010-07"
"6378151","21156315991000094000000000U8","IMPO EXPORT FERGAR SA DE CV","IMPO EXPORT FERGAR SA DE CV","315991","Confección de sombreros y gorras","101 a 250 personas","BOULEVARD","ALDAMA","CALLE","5 PONIENTE","ANDADOR","PLAZA VENUSTIANO CARRANZA","CALLE","5 PONIENTE","809",,,,"0",,"COLONIA","ARCADIA",,,,"75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0573","043",,"GABRIEL.GONZALEZ@IMPO-EXPORT-FERGAR.COM.MX","WWW.IMPOEXPORTFERGAR.COM.MX","Fijo","18.45998478","-97.40317594","2010-07"
"6880054","21019311110000014001000000U7","IMS COMERCIALIZADORA Y FABRICACION DE CALIDAD","IMS COMERCIALIZADORA Y FABRICACION DE CALIDAD SA DE CV","311110","Elaboración de alimentos para animales","51 a 100 personas","OTRO (ESPECIFIQUE)","CAMINO REAL ATLIXCO","PRIVADA","12 PONIENTE","CALLE","9 NORTE","OTRO (ESPECIFIQUE)","NINGUNO","601","B",,,,,"LOCALIDAD","SAN DIEGO ACAPULCO",,,,"74365","21","PUEBLA","019","Atlixco","0001","Atlixco","0841","001",,"FACTURA.IMS@GMAIL.COM",,"Fijo","18.88459421","-98.44912092","2019-04"
"6700868","21114314120000504000000000U2","INDUSTRIA OVAL TEXTIL","INDUSTRIA OVAL TEXTIL SA DE CV","314120","Confección de cortinas, blancos y similares","31 a 50 personas","OTRO (ESPECIFIQUE)","SIN REFERENCIA","OTRO (ESPECIFIQUE)",,"OTRO (ESPECIFIQUE)",,"OTRO (ESPECIFIQUE)",,"92",,,,,,"COLONIA","SAN JERONIMO CALERAS",,,"NAVE 11","72100","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","2705","001","2224046777",,,"Fijo","19.09541477","-98.20736818","2016-01"
"3294378","21075315229000035001000000S8","INDUSTRIAL DE PROCESOS EN SECO Y CONFECCIÓN HUEYAPAN","INDUSTRIAL DE PROCESOS EN SECO Y CONFECCION SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","31 a 50 personas","CALLE","OCAMPO","CALLE","GUADALUPE VICTORIA","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","BRAVO","67",,,,,,"COLONIA","HUEYAPAN CENTRO",,,,"73920","21","PUEBLA","075","Hueyapan","0001","Hueyapan","0060","019","2331277841",,,"Fijo","19.88235792","-97.44722524","2014-12"
"6377248","21174315229001116000009631M6","INDUSTRIAL PEÑA BALLES","INDUSTRIAL PEÑA BALLES SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","101 a 250 personas","CARRETERA","CALLE A NAUTLA","AVENIDA","BRAVO","CALLE","AQUILES SERDÁN","CALLE","AQUILES SERDÁN","58",,,,"0",,"AEROPUERTO","CENTRO",,,,"73800","21","PUEBLA","174","Teziutlán","0001","Teziutlán","0020","001",,"BUZONIPB@HOTMAIL.COM",,"Fijo","19.82349382","-97.35496579","2010-07"
"6379368","21174315229001106000009631S7","INDUSTRIAL PEÑA BALLES","INDUSTRIAL PEÑA BALLES SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","51 a 100 personas","AVENIDA","LUIS AUDIRAC GALVEZ","AVENIDA","LAZARO CARDENAS","CALLE","20 DE NOVIEMBRE","CALLE","LIBERALES","31",,,,,,"BARRIO","DE FRANCIA",,,,"73880","21","PUEBLA","174","Teziutlán","0001","Teziutlán","0105","014",,"regina_convertel@hotmail.com",,"Fijo","19.81004032","-97.36835491","2010-07"
"6379514","21114313210000386001012189S4","INDUSTRIAL TEXTIL DE PUEBLA SA DE CV","INDUSTRIAL TEXTIL DE PUEBLA SA DE CV","313210","Fabricación de telas anchas de tejido de trama","251 y más personas","CALLE","C","CALLE","B","CALLE","NINGUNO","CALLE","E","11",,,,"0",,"PARQUE INDUSTRIAL","PARQUE INDSITRIAL PUEBLA 2000","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA","11","72225","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1105","001",,"ALFONSO.SERRANO@TAVEX.COM.MX",,"Fijo","19.07372073","-98.1525919","2010-07"
"8559699","21074315229001555000000000U7","INDUSTRIAS CHILIAN","INDUSTRIAS CHILIAN SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","51 a 100 personas","CORREDOR","NINGUNO","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","CULTIVO","CALLE","NINGUNO",,"SN",,,,,"PARQUE INDUSTRIAL","CIUDAD TEXTIL","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL CIUDAD TEXTIL",,"74160","21","PUEBLA","074","Huejotzingo","0034","Los Dedos [Parque Industrial]","0097","001",,"CONFECCION@GRUPOCHILIAN.COM",,"Fijo","19.16349368","-98.38674311","2019-11"
"6271570","21186311422000017000008425S6","INDUSTRIAS CITRICOLAS DE MONTEMORELOS SA DE CV","INDUSTRIAS CITRICOLAS DE MONTEMORELOS SA DE CV","311422","Conservación de frutas y verduras por procesos distintos a la congelación y la deshidratación","251 y más personas","CALLE","AMOZOC NAUTLA",,"NINGUNO",,"NINGUNO",,"NINGUNO","132",,,,"132",,"RINCONADA","PEZMATLAN",,,,"73901","21","PUEBLA","186","Tlatlauquitepec","0026","Pezmatlán","0036","007",,"ELIGIO.ELIZONDO@DELMONTE.COM",,"Fijo","19.84829779","-97.48496056","2010-07"
"6271620","21114313210000457000048208M3","INDUSTRIAS COBITEL","INDUSTRIAS COBITEL SA DE CV","313210","Fabricación de telas anchas de tejido de trama","251 y más personas","CALLE","D","CALLE","H","CALLE","G","CARRETERA","FEDERAL A TEHUACÁN","7",,,,,,"PARQUE INDUSTRIAL","PUEBLA 2000","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA","7","72225","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1105","012",,"GAPARICIO@COBITEL.COM.MX","WWW.COBITEL.COM.MX","Fijo","19.06673257","-98.15644739","2010-07"
"6272203","21156316211000175000000000U7","INDUSTRIAS FABY","INDUSTRIAS FABY SA DE CV","316211","Fabricación de calzado con corte de piel y cuero","51 a 100 personas","CALLE","MIGUEL LERDO DE TEJADA","CALLE","19 PONIENTE","CALLE","17 PONIENTE","AVENIDA","HÉROE DE NACOZARI SUR","1706",,,,"0",,"COLONIA","BENITO JUAREZ",,,,"75770","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0906","024",,"industriasfaby@hotmail.com",,"Fijo","18.45139133","-97.39894772","2010-07"
"3325813","21074313210000056010000000U9","INDUSTRIAS MAQUIN ","INDUSTRIAS MAQUIN SA DE CV","313230","Fabricación de telas no tejidas (comprimidas)","101 a 250 personas","CALLE","2 ESTEBAN DE ANTUÑANO","OTRO (ESPECIFIQUE)","ALBA","OTRO (ESPECIFIQUE)","ESTEBAN DE ANTUÑANO","CALLE","MANZANA 800","8",,,,"0",,"PARQUE INDUSTRIAL","CIUDAD TEXTIL","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL CIUDAD TEXTIL",,"74160","21","PUEBLA","074","Huejotzingo","0121","Área 4 la Trinida [Ciudad Textil]","0097","005",,"KRUIZJ@INDUSTRIASMAQUINSA.COM.MX",,"Fijo","19.1613441","-98.39156164","2014-12"
"6378441","21041325190000013001004403S9","INDUSTRIAS RAGAR SA DE CV","INDUSTRIAS RAGAR SA DE CV","311930","Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas","31 a 50 personas","CALLE","RÍO GRIJALVA","CALLE","VICENTE GUERRERO","AVENIDA","CAMINO A SAN LORENZO","CALLE","RÍO PAPALOAPAN","5",,,,"0",,"ZONA INDUSTRIAL","LA TRINIDAD SANCTORUM","ZONA INDUSTRIAL","ZONA INDUSTRIAL SANCTORUM",,"72730","21","PUEBLA","041","Cuautlancingo","0008","Sanctorum","0113","002",,,,"Fijo","19.11115188","-98.25723435","2010-07"
"6761087","21156315229003266001000000U4","INDUSTRIAS TEXTILES DE TEHUACAN","INDUSTRIAS TEXTILES DE TEHUACAN SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","31 a 50 personas","CALLE","PRIVADA DE LOS TABACHINES","CALLE","ALLENDE PONIENTE","RETORNO","2","CALLE","2","11",,,,,,"COLONIA","SANTA MARIA COAPAN",,,,"75857","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0380","038",,,,"Fijo","18.43516678","-97.40542127","2016-10"
"8716353","21156315229003724000000000U2","INDUSTRIAS TEXTILES ZAPATA",,"315229","Confección en serie de otra ropa exterior de materiales textiles","31 a 50 personas","CALLE","20 ORIENTE","BOULEVARD","EJERCITO MEXICANO","CALLE","7 NORTE","CALLE","22 ORIENTE","705",,,,,,"COLONIA","EMILIANO ZAPATA",,,,"75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","136A","013",,,,"Fijo","18.47616762","-97.38600399","2019-11"
"6377087","21143313210000017000000000U4","INDUSTRIAS UNIDAS MARITEX SA DE CV","INDUSTRIAS UNIDAS MARITEX SA DE CV","313210","Fabricación de telas anchas de tejido de trama","251 y más personas","CARRETERA","REAL AL IZTACCIHUATL KM 8.5","PRIVADA","NINGUNO","CALLE","NINGUNO","CALLE","CAMINO REAL IZTACCÍHUATL","0","SN",,,"0",,"COLONIA","EL CALVARIO",,,,"74130","21","PUEBLA","143","San Salvador el Verde","0027","El Calvario","0024","800",,"SAYRA@MANTEX.COM",,"Fijo","19.26112485","-98.50979348","2010-07"
"6271943","21051311311000017000000000U7","INGENIO ATENCINGO","INDUSTRIAL AZUCARERA ATENCINGO SA DE CV","311311","Elaboración de azúcar de caña","251 y más personas","AVENIDA","PRIMERO DE MAYO","AVENIDA","MORELOS","CALLE","NINGUNO","CALLE","NINGUNO","59",,,,"0",,"COLONIA","DEL EMPLEADO",,,,"74585","21","PUEBLA","051","Chietla","0003","Atencingo","011A","001",,"FLOPEZR@ZUCARMEX.COM",,"Fijo","18.50661559","-98.61441018","2010-07"
"6377442","21035311311000016000000000U2","INGENIO CALIPAM","INGENIO CALIPAM SA DE CV","311311","Elaboración de azúcar de caña","251 y más personas","CALLE","2 DE ABRIL","CALLE","5 DE MAYO","CALLE","GENERAL ALVARO OBREGON","CALLE","INDEPENDENCIA","0","SN",,,"0",,"COLONIA","CENTRO",,,,"75985","21","PUEBLA","035","Coxcatlán","0002","Calipan","0099","004",,"CONTABILIDAD_CALIPAM@HOTMAIL.COM","WWW.INGENIOCALIPAM.COM","Fijo","18.29415738","-97.16532428","2010-07"
"9087693","21074311930000017000016055M6","INMOBILIARIA ALPA MAYO","INMOBILIARIA ALPA MAYO SA DE CV","311930","Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas","101 a 250 personas","CALLE","MANZANA A LOTE 8 AL 12","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","MANZANA 800","0","SN",,,,,"PARQUE INDUSTRIAL","SAN MIGUEL","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL SAN MIGUEL",,"74160","21","PUEBLA","074","Huejotzingo","0071","Los Volcanes","0097","003",,,,"Fijo","19.21517806","-98.41300637","2019-11"
"6717636","21114313210000654101000000U5","INNOFA MÉXICO","INNOFA MEXICO ","313210","Fabricación de telas anchas de tejido de trama","51 a 100 personas","CIRCUITO","PARQUE INDUSTRIAL CHACHAPA KM 133.5","CIRCUITO","INGENIEROS CIVILES","AUTOPISTA","PUEBLA ORIZABA MARGEN DERECHO","PERIFERICO","ECOLOGICO","0","SN",,,"0",,"ZONA INDUSTRIAL","CHACHAPA","PARQUE INDUSTRIAL","ZONA INDUSTRIAL CHACHAPA","SN","72990","21","PUEBLA","015","Amozoc","0093","Chachapa [Parque Industrial]","0058","003",,"ELENAA@INNOFA.COM",,"Fijo","19.06072153","-98.11229733","2016-01"
"3456229","21114313210000264000000000U3","INSERTEX","INSERTEX SA DE CV","314993","Fabricación de productos textiles reciclados","31 a 50 personas","PROLONGACION","TULIPAN","AVENIDA","AVENIDA DEL TREBOL","CALLE","TORONJA","CALLE","ENCINO","57",,,,,,"COLONIA","SARH",,,,"72040","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","3402","007",,,,"Fijo","19.0794779","-98.21166367","2010-07"
"6700244","21174315229002415000000000U1","IPB CONFECCIONES","IPB CONFECCIONES SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","51 a 100 personas","AVENIDA","CUAUHTÉMOC","CALLE","VICENTE LOMBARDO TOLEDANO","CALLE","CALLE DE ABASOLO","AVENIDA","MIGUEL HIDALGO","804","A",,,"0","SN","COLONIA","CENTRO",,,,"73800","21","PUEBLA","174","Teziutlán","0001","Teziutlán","004A","007",,"ANGELICA_IPB2@HOTMAIL.COM",,"Fijo","19.81387376","-97.36148792","2016-01"
"6377218","21174315229000925000000000U1","IPB CONFECCIONES","COMERCIALIZADORA KETER SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","51 a 100 personas","CALLE","PROFESOR ALFREDO CASTILLO ÁVILA","CALLE","CALLE DE LOS MAESTROS","CALLE","CALLE A NAUTLA","CALLE","20 DE NOVIEMBRE","23",,,,"0",,"BARRIO","DE CHIGNAULINGO",,,,"73820","21","PUEBLA","174","Teziutlán","0001","Teziutlán","0209","009",,"VIRIDIANA@KETERMEX.COM","WWW.KETERMEX.COM","Fijo","19.82803438","-97.34913151","2010-07"
"6272186","21045315229000055001009593M9","JEANS Y PROCESOS CITLALTEPETL",,"315229","Confección en serie de otra ropa exterior de materiales textiles","31 a 50 personas","CALLE","SANTA ANA SUR","AVENIDA","FRANCISCO I. MADERO ORIENTE","AVENIDA","GUADALUPE VICTORIA ORIENTE","CALLE","MARIANO MATAMOROS SUR","6",,,,,,"BARRIO","LA GLORIA",,,,"75520","21","PUEBLA","045","Chalchicomula de Sesma","0001","Ciudad Serdán","0184","023",,"procesos_serdan@hotmail.com",,"Fijo","18.99440177","-97.45459388","2012-06"
"6377130","21114339993000066010009564M3","JER-MEX SA DE CV","JERMEX SA DE CV","313112","Preparación e hilado de fibras blandas naturales","101 a 250 personas","AVENIDA","14 ORIENTE","CALLE","36 NORTE","CALLE","32 NORTE BIS","AVENIDA","12 ORIENTE","3201",,,,"0",,"COLONIA","AMERICA NORTE",,,,"72340","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0520","012",,"VHMORLES@JERMEX.COM",,"Fijo","19.04325741","-98.17242693","2010-07"
"6378128","21114315222000045001000000U9","JET CONFECCIONES","JET CONFECCIONES SA DE CV","315222","Confección en serie de camisas","31 a 50 personas","AVENIDA","AVENIDA DE LAS AMERICAS","AVENIDA","AVENIDA DEL CRISTO","CERRADA","VENEZUELA","CALLEJON","CALLEJÓN DE LAS AMÉRICAS","3621",,,,"2",,"COLONIA","AMERICA SUR",,,,"72340","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","5358","017",,"CONTABILIDAD@JETCONFECCIONES.COM",,"Fijo","19.0414512","-98.16724972","2010-07"
"6377207","21174315229000773000000000U5","JX CONFECCIONES","JX CONFECCIONES SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","51 a 100 personas","CALLE","NIÑO PERDIDO","PRIVADA","NIÑO PERDIDO","AVENIDA","TEPEYAC","AUTOPISTA","NINGUNO","0","SN",,,"0","SN","BARRIO","DE XOLOCO",,,,"73870","21","PUEBLA","174","Teziutlán","0001","Teziutlán","0213","075",,"JXCONFECCIONES@HOTMAIL.COM",,"Fijo","19.80270346","-97.35828257","2010-07"
"3340257","21114315229001546000000000U0","K D COMPANY",,"315229","Confección en serie de otra ropa exterior de materiales textiles","101 a 250 personas","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","SIN REFERENCIA","CALLE","RICARDO FLORES MAGÓN","CALLE","TOPOLLA","98",,,,"13",,"PARQUE INDUSTRIAL","SAN JERÓNIMO CALERAS","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL SAN JERONIMO CALERAS","NAVE 13","72100","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1603","065",,"KDCPABLO1@YAHOO.COM.MX",,"Fijo","19.09521108","-98.20835138","2014-12"
"6700364","21114332710003423000000000U2","KD GARMENT","KD GARMENT SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","251 y más personas","CALLE","FRANCISCO I. MADERO","AVENIDA","CARRETERA VIA CORTA A SANTA ANA","CALLE","MIGUEL HIDALGO","CALLE","NIÑOS HÉROES","9",,,,,,"COLONIA","SAN JOSE EL CONDE",,,,"72015","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","5451","046",,"KD-GARMENT07@GMAIL.COM",,"Fijo","19.10842561","-98.18064931","2016-01"
"3333399","21140315229000203001000000U4","KD-ELIM","KD-ELIM SA DE CV","315229","Confección en serie de otra ropa exterior de materiales textiles","51 a 100 personas","AVENIDA","20 PONIENTE","CALLE","5 NORTE","CALLE","7 NORTE","CALLE","22 PONIENTE","518",,,,,,"BARRIO","SANTIAGO MIXQUITLA",,,,"72760","21","PUEBLA","140","San Pedro Cholula","0001","Cholula de Rivadavia","0395","033","2222471479","KDGELIM@GMAIL.COM",,"Fijo","19.07168571","-98.3062592","2014-12"
